,full_date,day_of_week,day,month,year,hour,minute,product,machine,selling_price,cost_price,profit,inventory
2792,2019-11-23 19:31:53+00:00,Saturday,23,11,2019,19,31,nrj,C,1.8,0.8,1.0,19
2793,2019-11-23 19:36:08+00:00,Saturday,23,11,2019,19,36,nrj,C,1.8,0.8,1.0,18
2795,2019-11-23 19:37:02+00:00,Saturday,23,11,2019,19,37,nrj,C,1.8,0.8,1.0,17
2796,2019-11-23 19:42:31+00:00,Saturday,23,11,2019,19,42,nrj,C,1.8,0.8,1.0,16
2797,2019-11-23 19:45:05+00:00,Saturday,23,11,2019,19,45,soda,C,1.6,0.6,1.0,31
2801,2019-11-23 20:10:05+00:00,Saturday,23,11,2019,20,10,nrj,C,1.8,0.8,1.0,15
2802,2019-11-23 20:14:20+00:00,Saturday,23,11,2019,20,14,nrj,C,1.8,0.8,1.0,14
2806,2019-11-23 20:43:10+00:00,Saturday,23,11,2019,20,43,nrj,C,1.8,0.8,1.0,13
2807,2019-11-23 20:53:08+00:00,Saturday,23,11,2019,20,53,nrj,C,1.8,0.8,1.0,12
2808,2019-11-23 20:53:35+00:00,Saturday,23,11,2019,20,53,soda,C,1.6,0.6,1.0,30
2812,2019-11-23 20:58:33+00:00,Saturday,23,11,2019,20,58,nrj,C,1.8,0.8,1.0,11
2814,2019-11-23 21:05:39+00:00,Saturday,23,11,2019,21,5,nrj,C,1.8,0.8,1.0,10
2815,2019-11-23 21:11:07+00:00,Saturday,23,11,2019,21,11,nrj,C,1.8,0.8,1.0,9
2819,2019-11-23 21:40:16+00:00,Saturday,23,11,2019,21,40,nrj,C,1.8,0.8,1.0,8
2820,2019-11-23 21:42:35+00:00,Saturday,23,11,2019,21,42,nrj,C,1.8,0.8,1.0,7
2821,2019-11-23 21:47:29+00:00,Saturday,23,11,2019,21,47,nrj,C,1.8,0.8,1.0,6
2825,2019-11-23 22:19:12+00:00,Saturday,23,11,2019,22,19,nrj,C,1.8,0.8,1.0,5
2830,2019-11-23 22:58:21+00:00,Saturday,23,11,2019,22,58,nrj,C,1.8,0.8,1.0,4
2834,2019-11-23 23:42:44+00:00,Saturday,23,11,2019,23,42,nrj,C,1.8,0.8,1.0,3
2841,2019-11-24 00:09:24+00:00,Sunday,24,11,2019,0,9,soda,C,1.6,0.6,1.0,29
2843,2019-11-24 00:17:00+00:00,Sunday,24,11,2019,0,17,soda,C,1.6,0.6,1.0,28
2847,2019-11-24 01:20:17+00:00,Sunday,24,11,2019,1,20,soda,C,1.6,0.6,1.0,27
2855,2019-11-24 05:04:07+00:00,Sunday,24,11,2019,5,4,coffee,C,1.0,0.3,0.7,139
2857,2019-11-24 05:15:50+00:00,Sunday,24,11,2019,5,15,soda,C,1.6,0.6,1.0,26
2858,2019-11-24 05:24:57+00:00,Sunday,24,11,2019,5,24,coffee,C,1.0,0.3,0.7,138
2866,2019-11-24 05:53:06+00:00,Sunday,24,11,2019,5,53,coffee,C,1.0,0.3,0.7,137
2867,2019-11-24 06:00:11+00:00,Sunday,24,11,2019,6,0,coffee,C,1.0,0.3,0.7,136
2868,2019-11-24 06:09:39+00:00,Sunday,24,11,2019,6,9,coffee,C,1.0,0.3,0.7,135
2870,2019-11-24 06:14:17+00:00,Sunday,24,11,2019,6,14,soda,C,1.6,0.6,1.0,25
2875,2019-11-24 06:32:16+00:00,Sunday,24,11,2019,6,32,coffee,C,1.0,0.3,0.7,134
2878,2019-11-24 06:39:07+00:00,Sunday,24,11,2019,6,39,coffee,C,1.0,0.3,0.7,133
2881,2019-11-24 06:44:13+00:00,Sunday,24,11,2019,6,44,coffee,C,1.0,0.3,0.7,132
2882,2019-11-24 06:47:06+00:00,Sunday,24,11,2019,6,47,coffee,C,1.0,0.3,0.7,131
2883,2019-11-24 07:05:09+00:00,Sunday,24,11,2019,7,5,coffee,C,1.0,0.3,0.7,130
2884,2019-11-24 07:05:39+00:00,Sunday,24,11,2019,7,5,soda,C,1.6,0.6,1.0,24
2886,2019-11-24 07:12:12+00:00,Sunday,24,11,2019,7,12,coffee,C,1.0,0.3,0.7,129
2887,2019-11-24 07:18:24+00:00,Sunday,24,11,2019,7,18,coffee,C,1.0,0.3,0.7,128
2889,2019-11-24 07:23:12+00:00,Sunday,24,11,2019,7,23,soda,C,1.6,0.6,1.0,23
2897,2019-11-24 08:01:24+00:00,Sunday,24,11,2019,8,1,soda,C,1.6,0.6,1.0,22
2902,2019-11-24 08:13:26+00:00,Sunday,24,11,2019,8,13,soda,C,1.6,0.6,1.0,21
2903,2019-11-24 08:16:09+00:00,Sunday,24,11,2019,8,16,coffee,C,1.0,0.3,0.7,127
2904,2019-11-24 08:16:57+00:00,Sunday,24,11,2019,8,16,coffee,C,1.0,0.3,0.7,126
2908,2019-11-24 08:54:50+00:00,Sunday,24,11,2019,8,54,soda,C,1.6,0.6,1.0,20
2912,2019-11-24 09:03:05+00:00,Sunday,24,11,2019,9,3,coffee,C,1.0,0.3,0.7,125
2916,2019-11-24 09:19:12+00:00,Sunday,24,11,2019,9,19,soda,C,1.6,0.6,1.0,19
2917,2019-11-24 09:25:42+00:00,Sunday,24,11,2019,9,25,coffee,C,1.0,0.3,0.7,124
2918,2019-11-24 09:32:42+00:00,Sunday,24,11,2019,9,32,coffee,C,1.0,0.3,0.7,123
2923,2019-11-24 10:00:50+00:00,Sunday,24,11,2019,10,0,soda,C,1.6,0.6,1.0,18
2925,2019-11-24 10:06:22+00:00,Sunday,24,11,2019,10,6,coffee,C,1.0,0.3,0.7,122
2926,2019-11-24 10:22:06+00:00,Sunday,24,11,2019,10,22,soda,C,1.6,0.6,1.0,17
2927,2019-11-24 10:22:42+00:00,Sunday,24,11,2019,10,22,soda,C,1.6,0.6,1.0,16
2932,2019-11-24 10:37:01+00:00,Sunday,24,11,2019,10,37,coffee,C,1.0,0.3,0.7,121
2938,2019-11-24 10:43:19+00:00,Sunday,24,11,2019,10,43,coffee,C,1.0,0.3,0.7,120
2939,2019-11-24 10:43:53+00:00,Sunday,24,11,2019,10,43,coffee,C,1.0,0.3,0.7,119
2944,2019-11-24 10:53:27+00:00,Sunday,24,11,2019,10,53,soda,C,1.6,0.6,1.0,15
2945,2019-11-24 10:53:35+00:00,Sunday,24,11,2019,10,53,coffee,C,1.0,0.3,0.7,118
2948,2019-11-24 10:57:37+00:00,Sunday,24,11,2019,10,57,soda,C,1.6,0.6,1.0,14
2950,2019-11-24 10:58:40+00:00,Sunday,24,11,2019,10,58,soda,C,1.6,0.6,1.0,13
2957,2019-11-24 11:36:19+00:00,Sunday,24,11,2019,11,36,coffee,C,1.0,0.3,0.7,117
2962,2019-11-24 11:43:42+00:00,Sunday,24,11,2019,11,43,soda,C,1.6,0.6,1.0,12
2965,2019-11-24 12:07:54+00:00,Sunday,24,11,2019,12,7,coffee,C,1.0,0.3,0.7,116
2978,2019-11-24 12:40:15+00:00,Sunday,24,11,2019,12,40,coffee,C,1.0,0.3,0.7,115
2982,2019-11-24 12:53:29+00:00,Sunday,24,11,2019,12,53,coffee,C,1.0,0.3,0.7,114
2987,2019-11-24 13:04:54+00:00,Sunday,24,11,2019,13,4,coffee,C,1.0,0.3,0.7,113
2988,2019-11-24 13:08:42+00:00,Sunday,24,11,2019,13,8,soda,C,1.6,0.6,1.0,11
2989,2019-11-24 13:12:25+00:00,Sunday,24,11,2019,13,12,soda,C,1.6,0.6,1.0,10
2991,2019-11-24 13:20:31+00:00,Sunday,24,11,2019,13,20,coffee,C,1.0,0.3,0.7,112
2997,2019-11-24 13:51:15+00:00,Sunday,24,11,2019,13,51,soda,C,1.6,0.6,1.0,9
3015,2019-11-24 15:21:54+00:00,Sunday,24,11,2019,15,21,coffee,C,1.0,0.3,0.7,111
3019,2019-11-24 15:36:23+00:00,Sunday,24,11,2019,15,36,coffee,C,1.0,0.3,0.7,110
3020,2019-11-24 15:49:12+00:00,Sunday,24,11,2019,15,49,coffee,C,1.0,0.3,0.7,109
3023,2019-11-24 16:05:45+00:00,Sunday,24,11,2019,16,5,soda,C,1.6,0.6,1.0,8
3032,2019-11-24 17:15:49+00:00,Sunday,24,11,2019,17,15,nrj,C,1.8,0.8,1.0,2
3034,2019-11-24 17:17:12+00:00,Sunday,24,11,2019,17,17,coffee,C,1.0,0.3,0.7,108
3035,2019-11-24 17:20:45+00:00,Sunday,24,11,2019,17,20,soda,C,1.6,0.6,1.0,7
3038,2019-11-24 17:36:38+00:00,Sunday,24,11,2019,17,36,soda,C,1.6,0.6,1.0,6
3040,2019-11-24 17:46:41+00:00,Sunday,24,11,2019,17,46,nrj,C,1.8,0.8,1.0,1
3048,2019-11-24 19:37:03+00:00,Sunday,24,11,2019,19,37,nrj,C,1.8,0.8,1.0,0
3052,2019-11-24 20:29:20+00:00,Sunday,24,11,2019,20,29,soda,C,1.6,0.6,1.0,5
3059,2019-11-24 21:18:24+00:00,Sunday,24,11,2019,21,18,soda,C,1.6,0.6,1.0,4
3063,2019-11-24 22:35:14+00:00,Sunday,24,11,2019,22,35,soda,C,1.6,0.6,1.0,3
3076,2019-11-25 01:36:55+00:00,Monday,25,11,2019,1,36,coffee,C,1.0,0.3,0.7,107
3077,2019-11-25 01:44:25+00:00,Monday,25,11,2019,1,44,coffee,C,1.0,0.3,0.7,106
3080,2019-11-25 01:59:51+00:00,Monday,25,11,2019,1,59,coffee,C,1.0,0.3,0.7,105
3081,2019-11-25 05:09:14+00:00,Monday,25,11,2019,5,9,coffee,C,1.0,0.3,0.7,104
3102,2019-11-25 05:58:10+00:00,Monday,25,11,2019,5,58,coffee,C,1.0,0.3,0.7,103
3107,2019-11-25 06:12:00+00:00,Monday,25,11,2019,6,12,coffee,C,1.0,0.3,0.7,102
3117,2019-11-25 06:32:54+00:00,Monday,25,11,2019,6,32,soda,C,1.6,0.6,1.0,2
3122,2019-11-25 06:41:51+00:00,Monday,25,11,2019,6,41,coffee,C,1.0,0.3,0.7,101
3124,2019-11-25 06:42:46+00:00,Monday,25,11,2019,6,42,coffee,C,1.0,0.3,0.7,100
3148,2019-11-25 07:28:26+00:00,Monday,25,11,2019,7,28,coffee,C,1.0,0.3,0.7,99
3153,2019-11-25 07:34:35+00:00,Monday,25,11,2019,7,34,coffee,C,1.0,0.3,0.7,98
3156,2019-11-25 07:38:08+00:00,Monday,25,11,2019,7,38,coffee,C,1.0,0.3,0.7,97
3164,2019-11-25 07:57:24+00:00,Monday,25,11,2019,7,57,coffee,C,1.0,0.3,0.7,96
3169,2019-11-25 08:03:35+00:00,Monday,25,11,2019,8,3,coffee,C,1.0,0.3,0.7,95
3172,2019-11-25 08:09:20+00:00,Monday,25,11,2019,8,9,coffee,C,1.0,0.3,0.7,94
3176,2019-11-25 08:13:55+00:00,Monday,25,11,2019,8,13,coffee,C,1.0,0.3,0.7,93
3177,2019-11-25 08:14:07+00:00,Monday,25,11,2019,8,14,coffee,C,1.0,0.3,0.7,92
3182,2019-11-25 08:27:55+00:00,Monday,25,11,2019,8,27,coffee,C,1.0,0.3,0.7,91
3183,2019-11-25 08:28:16+00:00,Monday,25,11,2019,8,28,coffee,C,1.0,0.3,0.7,90
3189,2019-11-25 08:37:21+00:00,Monday,25,11,2019,8,37,coffee,C,1.0,0.3,0.7,89
3199,2019-11-25 08:53:39+00:00,Monday,25,11,2019,8,53,coffee,C,1.0,0.3,0.7,88
3204,2019-11-25 09:03:07+00:00,Monday,25,11,2019,9,3,coffee,C,1.0,0.3,0.7,87
3209,2019-11-25 09:07:57+00:00,Monday,25,11,2019,9,7,soda,C,1.6,0.6,1.0,1
3210,2019-11-25 09:08:51+00:00,Monday,25,11,2019,9,8,coffee,C,1.0,0.3,0.7,86
3220,2019-11-25 09:37:05+00:00,Monday,25,11,2019,9,37,coffee,C,1.0,0.3,0.7,85
3225,2019-11-25 09:44:52+00:00,Monday,25,11,2019,9,44,coffee,C,1.0,0.3,0.7,84
3226,2019-11-25 09:45:06+00:00,Monday,25,11,2019,9,45,coffee,C,1.0,0.3,0.7,83
3234,2019-11-25 09:53:49+00:00,Monday,25,11,2019,9,53,coffee,C,1.0,0.3,0.7,82
3237,2019-11-25 09:59:27+00:00,Monday,25,11,2019,9,59,coffee,C,1.0,0.3,0.7,81
3240,2019-11-25 10:06:45+00:00,Monday,25,11,2019,10,6,coffee,C,1.0,0.3,0.7,80
3241,2019-11-25 10:06:46+00:00,Monday,25,11,2019,10,6,coffee,C,1.0,0.3,0.7,79
3249,2019-11-25 10:17:17+00:00,Monday,25,11,2019,10,17,coffee,C,1.0,0.3,0.7,78
3251,2019-11-25 10:22:54+00:00,Monday,25,11,2019,10,22,coffee,C,1.0,0.3,0.7,77
3252,2019-11-25 10:24:24+00:00,Monday,25,11,2019,10,24,coffee,C,1.0,0.3,0.7,76
3254,2019-11-25 10:28:45+00:00,Monday,25,11,2019,10,28,coffee,C,1.0,0.3,0.7,75
3256,2019-11-25 10:29:57+00:00,Monday,25,11,2019,10,29,coffee,C,1.0,0.3,0.7,74
3261,2019-11-25 10:36:06+00:00,Monday,25,11,2019,10,36,coffee,C,1.0,0.3,0.7,73
3274,2019-11-25 11:04:19+00:00,Monday,25,11,2019,11,4,coffee,C,1.0,0.3,0.7,72
3278,2019-11-25 11:11:51+00:00,Monday,25,11,2019,11,11,coffee,C,1.0,0.3,0.7,71
3279,2019-11-25 11:11:55+00:00,Monday,25,11,2019,11,11,coffee,C,1.0,0.3,0.7,70
3282,2019-11-25 11:19:35+00:00,Monday,25,11,2019,11,19,coffee,C,1.0,0.3,0.7,69
3283,2019-11-25 11:21:54+00:00,Monday,25,11,2019,11,21,coffee,C,1.0,0.3,0.7,68
3284,2019-11-25 11:21:55+00:00,Monday,25,11,2019,11,21,coffee,C,1.0,0.3,0.7,67
3286,2019-11-25 11:26:09+00:00,Monday,25,11,2019,11,26,coffee,C,1.0,0.3,0.7,66
3287,2019-11-25 11:26:22+00:00,Monday,25,11,2019,11,26,coffee,C,1.0,0.3,0.7,65
3293,2019-11-25 11:37:53+00:00,Monday,25,11,2019,11,37,coffee,C,1.0,0.3,0.7,64
3299,2019-11-25 11:47:02+00:00,Monday,25,11,2019,11,47,coffee,C,1.0,0.3,0.7,63
3305,2019-11-25 11:59:14+00:00,Monday,25,11,2019,11,59,coffee,C,1.0,0.3,0.7,62
3309,2019-11-25 12:06:26+00:00,Monday,25,11,2019,12,6,coffee,C,1.0,0.3,0.7,61
3310,2019-11-25 12:09:02+00:00,Monday,25,11,2019,12,9,coffee,C,1.0,0.3,0.7,60
3312,2019-11-25 12:14:14+00:00,Monday,25,11,2019,12,14,coffee,C,1.0,0.3,0.7,59
3318,2019-11-25 12:27:42+00:00,Monday,25,11,2019,12,27,coffee,C,1.0,0.3,0.7,58
3332,2019-11-25 13:03:17+00:00,Monday,25,11,2019,13,3,coffee,C,1.0,0.3,0.7,57
3336,2019-11-25 13:19:28+00:00,Monday,25,11,2019,13,19,coffee,C,1.0,0.3,0.7,56
3343,2019-11-25 13:30:13+00:00,Monday,25,11,2019,13,30,coffee,C,1.0,0.3,0.7,55
3345,2019-11-25 13:35:50+00:00,Monday,25,11,2019,13,35,coffee,C,1.0,0.3,0.7,54
3349,2019-11-25 13:41:31+00:00,Monday,25,11,2019,13,41,coffee,C,1.0,0.3,0.7,53
3359,2019-11-25 13:56:25+00:00,Monday,25,11,2019,13,56,coffee,C,1.0,0.3,0.7,52
3361,2019-11-25 13:57:24+00:00,Monday,25,11,2019,13,57,coffee,C,1.0,0.3,0.7,51
3370,2019-11-25 14:08:43+00:00,Monday,25,11,2019,14,8,coffee,C,1.0,0.3,0.7,50
3373,2019-11-25 14:13:58+00:00,Monday,25,11,2019,14,13,coffee,C,1.0,0.3,0.7,49
3374,2019-11-25 14:17:44+00:00,Monday,25,11,2019,14,17,coffee,C,1.0,0.3,0.7,48
3386,2019-11-25 14:40:02+00:00,Monday,25,11,2019,14,40,coffee,C,1.0,0.3,0.7,47
3388,2019-11-25 14:47:28+00:00,Monday,25,11,2019,14,47,coffee,C,1.0,0.3,0.7,46
3403,2019-11-25 15:23:45+00:00,Monday,25,11,2019,15,23,coffee,C,1.0,0.3,0.7,45
3408,2019-11-25 15:41:40+00:00,Monday,25,11,2019,15,41,coffee,C,1.0,0.3,0.7,44
3415,2019-11-25 16:01:54+00:00,Monday,25,11,2019,16,1,coffee,C,1.0,0.3,0.7,43
3420,2019-11-25 16:26:08+00:00,Monday,25,11,2019,16,26,soda,C,1.6,0.6,1.0,0
3427,2019-11-25 16:46:57+00:00,Monday,25,11,2019,16,46,coffee,C,1.0,0.3,0.7,42
3429,2019-11-25 16:54:08+00:00,Monday,25,11,2019,16,54,coffee,C,1.0,0.3,0.7,41
3443,2019-11-25 17:36:18+00:00,Monday,25,11,2019,17,36,coffee,C,1.0,0.3,0.7,40
3445,2019-11-25 17:40:48+00:00,Monday,25,11,2019,17,40,coffee,C,1.0,0.3,0.7,39
3453,2019-11-25 18:28:21+00:00,Monday,25,11,2019,18,28,coffee,C,1.0,0.3,0.7,38
3473,2019-11-25 21:28:50+00:00,Monday,25,11,2019,21,28,coffee,C,1.0,0.3,0.7,37
3486,2019-11-26 05:14:39+00:00,Tuesday,26,11,2019,5,14,coffee,C,1.0,0.3,0.7,36
3489,2019-11-26 05:30:35+00:00,Tuesday,26,11,2019,5,30,coffee,C,1.0,0.3,0.7,35
3495,2019-11-26 05:49:39+00:00,Tuesday,26,11,2019,5,49,coffee,C,1.0,0.3,0.7,34
3501,2019-11-26 06:34:02+00:00,Tuesday,26,11,2019,6,34,coffee,C,1.0,0.3,0.7,33
3507,2019-11-26 07:02:20+00:00,Tuesday,26,11,2019,7,2,coffee,C,1.0,0.3,0.7,32
3513,2019-11-26 07:17:26+00:00,Tuesday,26,11,2019,7,17,coffee,C,1.0,0.3,0.7,31
3514,2019-11-26 07:24:03+00:00,Tuesday,26,11,2019,7,24,coffee,C,1.0,0.3,0.7,30
3517,2019-11-26 07:38:40+00:00,Tuesday,26,11,2019,7,38,coffee,C,1.0,0.3,0.7,29
3518,2019-11-26 07:49:43+00:00,Tuesday,26,11,2019,7,49,coffee,C,1.0,0.3,0.7,28
3522,2019-11-26 07:56:15+00:00,Tuesday,26,11,2019,7,56,coffee,C,1.0,0.3,0.7,27
3523,2019-11-26 07:58:53+00:00,Tuesday,26,11,2019,7,58,coffee,C,1.0,0.3,0.7,26
3525,2019-11-26 08:00:52+00:00,Tuesday,26,11,2019,8,0,coffee,C,1.0,0.3,0.7,25
3530,2019-11-26 08:17:12+00:00,Tuesday,26,11,2019,8,17,coffee,C,1.0,0.3,0.7,24
3531,2019-11-26 08:17:21+00:00,Tuesday,26,11,2019,8,17,coffee,C,1.0,0.3,0.7,23
3538,2019-11-26 08:48:07+00:00,Tuesday,26,11,2019,8,48,coffee,C,1.0,0.3,0.7,22
3543,2019-11-26 09:04:08+00:00,Tuesday,26,11,2019,9,4,coffee,C,1.0,0.3,0.7,21
3546,2019-11-26 09:12:55+00:00,Tuesday,26,11,2019,9,12,coffee,C,1.0,0.3,0.7,20
3547,2019-11-26 09:15:12+00:00,Tuesday,26,11,2019,9,15,coffee,C,1.0,0.3,0.7,19
3550,2019-11-26 09:35:34+00:00,Tuesday,26,11,2019,9,35,coffee,C,1.0,0.3,0.7,18
3563,2019-11-26 10:40:51+00:00,Tuesday,26,11,2019,10,40,coffee,C,1.0,0.3,0.7,17
3566,2019-11-26 10:55:50+00:00,Tuesday,26,11,2019,10,55,coffee,C,1.0,0.3,0.7,16
3579,2019-11-26 11:33:27+00:00,Tuesday,26,11,2019,11,33,coffee,C,1.0,0.3,0.7,15
3587,2019-11-26 12:04:53+00:00,Tuesday,26,11,2019,12,4,coffee,C,1.0,0.3,0.7,14
3590,2019-11-26 12:24:18+00:00,Tuesday,26,11,2019,12,24,coffee,C,1.0,0.3,0.7,13
3593,2019-11-26 12:35:24+00:00,Tuesday,26,11,2019,12,35,coffee,C,1.0,0.3,0.7,12
3595,2019-11-26 12:46:10+00:00,Tuesday,26,11,2019,12,46,coffee,C,1.0,0.3,0.7,11
3596,2019-11-26 12:53:52+00:00,Tuesday,26,11,2019,12,53,coffee,C,1.0,0.3,0.7,10
3600,2019-11-26 13:10:44+00:00,Tuesday,26,11,2019,13,10,coffee,C,1.0,0.3,0.7,9
3601,2019-11-26 13:13:39+00:00,Tuesday,26,11,2019,13,13,coffee,C,1.0,0.3,0.7,8
3604,2019-11-26 13:35:19+00:00,Tuesday,26,11,2019,13,35,coffee,C,1.0,0.3,0.7,7
3607,2019-11-26 13:55:31+00:00,Tuesday,26,11,2019,13,55,coffee,C,1.0,0.3,0.7,6
3618,2019-11-26 14:38:19+00:00,Tuesday,26,11,2019,14,38,coffee,C,1.0,0.3,0.7,5
3619,2019-11-26 15:01:41+00:00,Tuesday,26,11,2019,15,1,coffee,C,1.0,0.3,0.7,4
3621,2019-11-26 15:21:48+00:00,Tuesday,26,11,2019,15,21,coffee,C,1.0,0.3,0.7,3
3626,2019-11-26 15:30:32+00:00,Tuesday,26,11,2019,15,30,coffee,C,1.0,0.3,0.7,2
3636,2019-11-26 17:19:52+00:00,Tuesday,26,11,2019,17,19,coffee,C,1.0,0.3,0.7,1
3647,2019-11-26 20:12:10+00:00,Tuesday,26,11,2019,20,12,coffee,C,1.0,0.3,0.7,0
3700,2019-11-28 13:50:30+00:00,Thursday,28,11,2019,13,50,refill,C,0.0,130.0,-130.0,"{'coffee': 0, 'soda': 0, 'nrj': 0}"
3705,2019-11-28 14:03:30+00:00,Thursday,28,11,2019,14,3,coffee,C,1.0,0.3,0.7,279
3709,2019-11-28 14:05:56+00:00,Thursday,28,11,2019,14,5,coffee,C,1.0,0.3,0.7,278
3713,2019-11-28 14:07:55+00:00,Thursday,28,11,2019,14,7,coffee,C,1.0,0.3,0.7,277
3715,2019-11-28 14:09:38+00:00,Thursday,28,11,2019,14,9,coffee,C,1.0,0.3,0.7,276
3717,2019-11-28 14:11:47+00:00,Thursday,28,11,2019,14,11,coffee,C,1.0,0.3,0.7,275
3720,2019-11-28 14:21:14+00:00,Thursday,28,11,2019,14,21,coffee,C,1.0,0.3,0.7,274
3722,2019-11-28 14:31:44+00:00,Thursday,28,11,2019,14,31,soda,C,1.6,0.6,1.0,119
3728,2019-11-28 14:38:30+00:00,Thursday,28,11,2019,14,38,coffee,C,1.0,0.3,0.7,273
3735,2019-11-28 15:05:28+00:00,Thursday,28,11,2019,15,5,coffee,C,1.0,0.3,0.7,272
3737,2019-11-28 15:06:52+00:00,Thursday,28,11,2019,15,6,soda,C,1.6,0.6,1.0,118
3741,2019-11-28 15:11:13+00:00,Thursday,28,11,2019,15,11,coffee,C,1.0,0.3,0.7,271
3745,2019-11-28 15:15:58+00:00,Thursday,28,11,2019,15,15,coffee,C,1.0,0.3,0.7,270
3750,2019-11-28 15:27:41+00:00,Thursday,28,11,2019,15,27,coffee,C,1.0,0.3,0.7,269
3751,2019-11-28 15:30:25+00:00,Thursday,28,11,2019,15,30,coffee,C,1.0,0.3,0.7,268
3755,2019-11-28 15:49:46+00:00,Thursday,28,11,2019,15,49,coffee,C,1.0,0.3,0.7,267
3756,2019-11-28 15:50:10+00:00,Thursday,28,11,2019,15,50,coffee,C,1.0,0.3,0.7,266
3770,2019-11-28 16:52:31+00:00,Thursday,28,11,2019,16,52,coffee,C,1.0,0.3,0.7,265
3771,2019-11-28 16:56:47+00:00,Thursday,28,11,2019,16,56,nrj,C,1.8,0.8,1.0,59
3772,2019-11-28 16:57:40+00:00,Thursday,28,11,2019,16,57,soda,C,1.6,0.6,1.0,117
3774,2019-11-28 17:06:29+00:00,Thursday,28,11,2019,17,6,coffee,C,1.0,0.3,0.7,264
3775,2019-11-28 17:07:50+00:00,Thursday,28,11,2019,17,7,coffee,C,1.0,0.3,0.7,263
3782,2019-11-28 17:21:32+00:00,Thursday,28,11,2019,17,21,soda,C,1.6,0.6,1.0,116
3787,2019-11-28 17:51:57+00:00,Thursday,28,11,2019,17,51,nrj,C,1.8,0.8,1.0,58
3796,2019-11-28 18:29:44+00:00,Thursday,28,11,2019,18,29,soda,C,1.6,0.6,1.0,115
3797,2019-11-28 18:32:46+00:00,Thursday,28,11,2019,18,32,nrj,C,1.8,0.8,1.0,57
3802,2019-11-28 18:47:12+00:00,Thursday,28,11,2019,18,47,soda,C,1.6,0.6,1.0,114
3806,2019-11-28 19:01:37+00:00,Thursday,28,11,2019,19,1,soda,C,1.6,0.6,1.0,113
3812,2019-11-28 19:38:00+00:00,Thursday,28,11,2019,19,38,nrj,C,1.8,0.8,1.0,56
3813,2019-11-28 19:46:54+00:00,Thursday,28,11,2019,19,46,soda,C,1.6,0.6,1.0,112
3820,2019-11-28 20:16:52+00:00,Thursday,28,11,2019,20,16,soda,C,1.6,0.6,1.0,111
3821,2019-11-28 20:18:46+00:00,Thursday,28,11,2019,20,18,coffee,C,1.0,0.3,0.7,262
3831,2019-11-28 21:50:08+00:00,Thursday,28,11,2019,21,50,nrj,C,1.8,0.8,1.0,55
3834,2019-11-28 22:02:39+00:00,Thursday,28,11,2019,22,2,soda,C,1.6,0.6,1.0,110
3836,2019-11-28 22:22:58+00:00,Thursday,28,11,2019,22,22,nrj,C,1.8,0.8,1.0,54
3837,2019-11-28 22:23:28+00:00,Thursday,28,11,2019,22,23,soda,C,1.6,0.6,1.0,109
3838,2019-11-28 22:57:05+00:00,Thursday,28,11,2019,22,57,soda,C,1.6,0.6,1.0,108
3839,2019-11-28 22:57:33+00:00,Thursday,28,11,2019,22,57,nrj,C,1.8,0.8,1.0,53
3840,2019-11-28 23:03:29+00:00,Thursday,28,11,2019,23,3,soda,C,1.6,0.6,1.0,107
3845,2019-11-28 23:34:20+00:00,Thursday,28,11,2019,23,34,soda,C,1.6,0.6,1.0,106
3847,2019-11-28 23:47:52+00:00,Thursday,28,11,2019,23,47,nrj,C,1.8,0.8,1.0,52
3854,2019-11-29 00:39:28+00:00,Friday,29,11,2019,0,39,coffee,C,1.0,0.3,0.7,261
3858,2019-11-29 01:08:45+00:00,Friday,29,11,2019,1,8,soda,C,1.6,0.6,1.0,105
3869,2019-11-29 01:59:30+00:00,Friday,29,11,2019,1,59,soda,C,1.6,0.6,1.0,104
3875,2019-11-29 05:16:08+00:00,Friday,29,11,2019,5,16,coffee,C,1.0,0.3,0.7,260
3878,2019-11-29 05:22:23+00:00,Friday,29,11,2019,5,22,coffee,C,1.0,0.3,0.7,259
3880,2019-11-29 05:26:07+00:00,Friday,29,11,2019,5,26,coffee,C,1.0,0.3,0.7,258
3883,2019-11-29 05:30:19+00:00,Friday,29,11,2019,5,30,soda,C,1.6,0.6,1.0,103
3885,2019-11-29 05:33:06+00:00,Friday,29,11,2019,5,33,coffee,C,1.0,0.3,0.7,257
3899,2019-11-29 05:54:39+00:00,Friday,29,11,2019,5,54,coffee,C,1.0,0.3,0.7,256
3902,2019-11-29 06:01:02+00:00,Friday,29,11,2019,6,1,soda,C,1.6,0.6,1.0,102
3905,2019-11-29 06:04:33+00:00,Friday,29,11,2019,6,4,coffee,C,1.0,0.3,0.7,255
3907,2019-11-29 06:06:05+00:00,Friday,29,11,2019,6,6,coffee,C,1.0,0.3,0.7,254
3920,2019-11-29 06:38:08+00:00,Friday,29,11,2019,6,38,soda,C,1.6,0.6,1.0,101
3924,2019-11-29 06:42:45+00:00,Friday,29,11,2019,6,42,coffee,C,1.0,0.3,0.7,253
3925,2019-11-29 06:44:51+00:00,Friday,29,11,2019,6,44,coffee,C,1.0,0.3,0.7,252
3926,2019-11-29 06:44:54+00:00,Friday,29,11,2019,6,44,coffee,C,1.0,0.3,0.7,251
3932,2019-11-29 06:57:05+00:00,Friday,29,11,2019,6,57,coffee,C,1.0,0.3,0.7,250
